image_name,ohem_mIoU,cga_mIoU,ohem_Pd,cga_Pd,ohem_Precision,cga_Precision,ohem_FA_ppm,cga_FA_ppm,ohem_FP_components,cga_FP_components,new_fp_pixels,new_fp_components,removed_fp_pixels,removed_fp_components,lost_target_pixels,boundary_excess_pixels,center_peak_prob,center_peak_hit_rate,scale_acc_on_target,local_peak_false_alarm_count,boundary_prob_mean
000610,0.5,0.5217391304347826,1.0,1.0,0.5454545454545454,0.5714285714285714,152.587890625,137.3291015625,0,0,0,0,1,1,0,0,0.3730614185333252,0.0,0.785714328289032,0,0.6677734851837158
001050,0.875,0.875,1.0,1.0,0.9459459459459459,0.9459459459459459,30.517578125,30.517578125,0,0,0,0,0,0,0,0,0.2678333520889282,0.0,1.0,0,0.7727041244506836
001148,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7377528548240662,1.0,1.0,0,0.6307003498077393
000440,0.9180327868852459,0.9230769230769231,1.0,1.0,0.9710982658959537,0.9767441860465116,76.2939453125,61.03515625,0,0,0,0,1,1,2,0,0.6013712882995605,1.0,1.0,0,0.7293552756309509
000032,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6879538297653198,1.0,0.7777777910232544,0,0.7621549963951111
000812,0.7045454545454546,0.7045454545454546,1.0,1.0,0.775,0.775,137.3291015625,137.3291015625,0,0,0,0,0,0,0,0,0.6966061592102051,1.0,1.0,0,0.7815941572189331
000830,0.6808510638297872,0.7021276595744681,1.0,1.0,0.7804878048780488,0.7857142857142857,137.3291015625,137.3291015625,0,0,0,0,0,0,0,0,0.5989559888839722,0.5,1.0,0,0.7419153451919556
000771,0.65625,0.6774193548387096,1.0,1.0,0.7777777777777778,0.8076923076923077,91.552734375,76.2939453125,1,1,0,0,1,1,0,0,0.7890948057174683,1.0,1.0,0,0.6153027415275574
000324,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.9031078219413757,1.0,1.0,0,0.6059015393257141
001161,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6936905980110168,1.0,1.0,0,0.7199299931526184
000209,0.7428571428571429,0.7222222222222222,1.0,1.0,0.8666666666666667,0.8387096774193549,61.03515625,76.2939453125,0,0,1,1,0,0,0,1,0.37653931975364685,0.0,0.9354838132858276,0,0.7955390214920044
000645,0.65,0.6190476190476191,1.0,1.0,0.8125,0.7647058823529411,91.552734375,122.0703125,0,0,2,1,0,0,0,2,0.7611583471298218,1.0,1.0,0,0.7172686457633972
000897,0.9058823529411765,0.9176470588235294,1.0,1.0,0.9390243902439024,0.9397590361445783,76.2939453125,76.2939453125,0,0,1,1,1,1,0,1,0.3869938254356384,0.0,1.0,0,0.7183033227920532
001036,0.8412698412698413,0.8983050847457628,1.0,1.0,0.8412698412698413,0.8983050847457628,152.587890625,91.552734375,0,0,0,0,4,2,0,0,0.08338543027639389,0.0,1.0,0,0.57350754737854
000200,0.8153846153846154,0.7727272727272727,1.0,1.0,0.8833333333333333,0.864406779661017,106.8115234375,122.0703125,0,0,1,1,0,0,2,1,0.4860473871231079,0.0,0.8275861740112305,0,0.5845513343811035
000708,0.65,0.6333333333333333,1.0,1.0,0.8125,0.8085106382978723,137.3291015625,137.3291015625,0,0,0,0,0,0,2,0,0.6182337999343872,0.5,0.09803921729326248,0,0.5851567983627319
000474,0.9672131147540983,0.9516129032258065,1.0,1.0,0.9833333333333333,0.9672131147540983,15.2587890625,30.517578125,0,0,1,1,0,0,0,1,0.4386051595211029,0.0,0.9333333969116211,0,0.7192767262458801
000840,0.7674418604651163,0.7111111111111111,1.0,1.0,0.9166666666666666,0.8648648648648649,45.7763671875,76.2939453125,0,0,2,2,0,0,2,2,0.83730149269104,1.0,1.0,0,0.72235107421875
000554,1.0,0.9841269841269841,1.0,1.0,1.0,0.9841269841269841,0.0,15.2587890625,0,0,1,1,0,0,0,1,0.8389998078346252,1.0,1.0,0,0.7415253520011902
000011,0.2903225806451613,1.0,1.0,1.0,0.2903225806451613,1.0,335.693359375,0.0,1,0,0,0,22,2,0,0,0.7039333581924438,1.0,1.0,0,0.7237678170204163
000603,0.9206349206349206,0.9206349206349206,1.0,1.0,0.9206349206349206,0.9206349206349206,76.2939453125,76.2939453125,1,1,1,1,1,1,0,1,0.8254485726356506,1.0,1.0,1,0.8216990232467651
