image_name,evidence_mIoU,final_mIoU,evidence_Pd,final_Pd,evidence_Precision,final_Precision,evidence_FA_ppm,final_FA_ppm,evidence_FP_components,final_FP_components,residual_new_fp_pixels,residual_new_fp_components,residual_removed_fp_pixels,residual_removed_fp_components,residual_lost_target_pixels,residual_boundary_excess_pixels,delta_mean_target,delta_mean_boundary,delta_mean_far_bg,delta_positive_far_bg_ratio
000636,0.42857142857142855,0.42857142857142855,1.0,1.0,0.6,0.6,183.10546875,183.10546875,0,0,0,0,0,0,0,0,0.46665897965431213,0.13047268986701965,0.0007694894447922707,0.5789302022178735
000509,0.9846153846153847,0.9846153846153847,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.48375192284584045,0.1429174393415451,0.0006946102366782725,0.5960263875123885
000799,0.4186046511627907,0.4418604651162791,1.0,1.0,0.5806451612903226,0.59375,198.3642578125,198.3642578125,0,0,0,0,0,0,0,0,0.48626482486724854,0.18310418725013733,0.00032908920547924936,0.5893361910974435
000062,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4945733845233917,0.19602888822555542,0.0002915294608101249,0.4427696136338578
000297,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.49438801407814026,0.15104588866233826,0.0013166673015803099,0.54886356598749
000933,0.8857142857142857,0.8857142857142857,1.0,1.0,0.9117647058823529,0.9117647058823529,45.7763671875,45.7763671875,0,0,0,0,0,0,0,0,0.48187318444252014,0.24236465990543365,0.0007188920280896127,0.5095017022593624
000374,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4981239438056946,0.12444668263196945,0.0005010765744373202,0.5531588251713551
000928,0.8260869565217391,0.8695652173913043,0.5,0.5,0.9743589743589743,0.975609756097561,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.4628849923610687,0.17493528127670288,0.0006158343749120831,0.585778204393801
000910,0.9066666666666666,0.92,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4831376075744629,0.2143111675977707,0.002849205397069454,0.7256018116391612
000131,0.4791666666666667,0.4791666666666667,1.0,1.0,0.696969696969697,0.696969696969697,152.587890625,152.587890625,0,0,0,0,0,0,0,0,0.47184762358665466,0.13640588521957397,0.0005696220323443413,0.5722659286669362
000191,0.5507246376811594,0.5652173913043478,1.0,1.0,0.7169811320754716,0.7222222222222222,228.8818359375,228.8818359375,0,0,0,0,0,0,0,0,0.4765241742134094,0.15696319937705994,0.0017001122469082475,0.5382734888356016
000216,0.6133333333333333,0.6052631578947368,1.0,1.0,0.8070175438596491,0.7931034482758621,167.8466796875,183.10546875,0,0,1,1,0,0,0,1,0.4639023542404175,0.11903248727321625,0.0006221619551070035,0.5156547229238782
000373,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4976532459259033,0.1331091821193695,0.00046614609891548753,0.557613326975435
000556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4985749125480652,0.13282160460948944,0.00041500848601572216,0.6291441788743254
000417,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4934304654598236,0.11767838895320892,0.0010769771179184318,0.5309719528339645
000485,0.9559748427672956,0.9559748427672956,1.0,1.0,0.9681528662420382,0.9681528662420382,76.2939453125,76.2939453125,0,0,0,0,0,0,0,0,0.4856734275817871,0.1620568335056305,0.0003937973524443805,0.6344965324191291
000557,0.9838709677419355,0.9838709677419355,1.0,1.0,0.9838709677419355,0.9838709677419355,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.4989381432533264,0.13627135753631592,0.0005423087277449667,0.5674926865509929
000153,0.5,0.5185185185185185,1.0,1.0,0.6585365853658537,0.6666666666666666,213.623046875,213.623046875,0,0,0,0,0,0,0,0,0.47320929169654846,0.22802391648292542,0.0012930716620758176,0.5496766973389704
