image_name,target_components,ohem_mIoU,candidate_mIoU,per_image_delta_mIoU,ohem_Pd,candidate_Pd,per_image_delta_Pd,ohem_Precision,candidate_Precision,per_image_delta_precision,ohem_FA_ppm,candidate_FA_ppm,per_image_delta_FA,ohem_FP_components,candidate_FP_components,delta_FP_components,target_lost_count,target_gained_count,target_shrink_pixels,target_over_suppressed_pixels,removed_far_fp_pixels,new_fp_components,removed_fp_components,retained_fp_components,ohem_boundary_excess_pixels,candidate_boundary_excess_pixels,boundary_excess_delta,ohem_far_fp_pixels,candidate_far_fp_pixels,far_fp_delta,ohem_detached_near_fp_pixels,candidate_detached_near_fp_pixels,detached_near_fp_delta,target_prob_ohem,target_prob_candidate,target_prob_delta,far_bg_prob_ohem,far_bg_prob_candidate,far_bg_prob_delta
000519,1,0.7272727272727273,0.7710843373493976,0.04381161007667034,1.0,1.0,0.0,0.8888888888888888,0.9552238805970149,0.06633499170812607,122.0703125,45.7763671875,-76.2939453125,0,0,0,0,0,7,12,0,0,0,1,8,3,-5,0,0,0,0,0,0,0.7863789796829224,0.7591482400894165,-0.02723073959350586,7.045995971566299e-06,2.0292823421641515e-07,-6.84306769471732e-06
001111,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978565573692322,0.9999755024909973,0.0021189451217651367,7.19929360570859e-08,4.8632898597134044e-08,-2.3360037459951855e-08
000922,1,0.9032258064516129,0.9655172413793104,0.06229143492769751,1.0,1.0,0.0,0.9032258064516129,0.9655172413793104,0.06229143492769751,45.7763671875,15.2587890625,-30.517578125,0,0,0,0,0,0,2,0,0,0,1,3,1,-2,0,0,0,0,0,0,0.9976291060447693,0.9917599558830261,-0.005869150161743164,9.365871989075458e-08,2.287552014479388e-08,-7.078320152231754e-08
000965,1,0.8941176470588236,0.8941176470588236,0.0,1.0,1.0,0.0,0.95,0.95,0.0,61.03515625,61.03515625,0.0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0.940051257610321,0.9313622117042542,-0.008689045906066895,2.9878032137276023e-07,8.351533864470184e-08,-2.1526497562263103e-07
000080,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995920658111572,0.999929666519165,0.0003376007080078125,1.1825407142396216e-07,2.6056452995248947e-08,-9.219761665235637e-08
000751,1,0.5555555555555556,0.5555555555555556,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6124756336212158,0.5555098652839661,-0.056965768337249756,5.7620543003622515e-08,2.830677914289481e-08,-2.9313763860727704e-08
000281,1,0.9841269841269841,0.9841269841269841,0.0,1.0,1.0,0.0,0.9841269841269841,0.9841269841269841,0.0,15.2587890625,15.2587890625,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.9936223030090332,0.997524619102478,0.0039023160934448242,1.185655378321826e-07,2.349508143595358e-08,-9.507045461987218e-08
000849,1,0.7916666666666666,0.5357142857142857,-0.25595238095238093,1.0,1.0,0.0,0.8636363636363636,0.6818181818181818,-0.18181818181818188,45.7763671875,106.8115234375,61.03515625,0,0,0,0,0,4,6,0,0,0,1,3,7,4,0,0,0,0,0,0,0.922573983669281,0.7382504940032959,-0.1843234896659851,6.236582095198173e-08,1.8442237958993246e-08,-4.3923584769345325e-08
000495,1,0.8421052631578947,0.8771929824561403,0.03508771929824561,1.0,1.0,0.0,0.9795918367346939,0.9803921568627451,0.0008003201280512018,15.2587890625,15.2587890625,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.8521552085876465,0.8843191862106323,0.03216397762298584,3.2724972243158845e-07,1.6765639543336874e-08,-3.104840970991063e-07
001257,1,0.9054054054054054,0.9444444444444444,0.03903903903903905,1.0,1.0,0.0,0.9436619718309859,0.9714285714285714,0.02776659959758554,61.03515625,30.517578125,-30.517578125,0,0,0,0,0,0,2,0,0,0,1,4,2,-2,0,0,0,0,0,0,0.955935537815094,0.9707228541374207,0.01478731632232666,1.0541413075770834e-06,9.440958024242718e-07,-1.1004550515281153e-07
000966,1,0.9137931034482759,0.9298245614035088,0.016031457955232864,1.0,1.0,0.0,0.9814814814814815,1.0,0.01851851851851849,15.2587890625,0.0,-15.2587890625,0,0,0,0,0,1,2,0,0,1,0,1,0,-1,0,0,0,0,0,0,0.9403457045555115,0.9243180155754089,-0.01602768898010254,7.307230021069699e-07,6.423139211619855e-07,-8.840908094498445e-08
001267,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997519254684448,0.9988083243370056,-0.000943601131439209,2.71275848717778e-06,9.619053997766969e-08,-2.6165680537815206e-06
000091,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998906254768372,0.9998497366905212,-4.088878631591797e-05,5.201118469244648e-08,7.526427339143993e-07,7.006315740909486e-07
000935,1,0.8412698412698413,0.9,0.058730158730158744,1.0,1.0,0.0,0.8688524590163934,0.9152542372881356,0.04640177827174219,122.0703125,76.2939453125,-45.7763671875,0,0,0,0,0,0,4,0,0,0,1,8,5,-3,0,0,0,0,0,0,0.9680416584014893,0.9813066720962524,0.013265013694763184,1.0319114807089136e-07,6.302742860953003e-08,-4.0163719461361325e-08
000314,1,0.9516129032258065,0.9076923076923077,-0.04392059553349881,1.0,1.0,0.0,0.9672131147540983,0.921875,-0.045338114754098324,30.517578125,76.2939453125,45.7763671875,0,0,0,0,0,0,1,0,0,0,1,2,5,3,0,0,0,0,0,0,0.9807912111282349,0.9828113913536072,0.0020201802253723145,4.8349392045565764e-08,2.4175189849984235e-08,-2.417420219558153e-08
000128,2,0.6086956521739131,0.48,-0.1286956521739131,1.0,1.0,0.0,0.7368421052631579,0.631578947368421,-0.10526315789473684,152.587890625,213.623046875,61.03515625,0,0,0,0,0,4,6,0,0,0,2,10,14,4,0,0,0,0,0,0,0.7691220045089722,0.6769598126411438,-0.09216219186782837,5.914619194413717e-08,3.088417699359525e-08,-2.8262014950541925e-08
001169,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9980065226554871,0.9997224807739258,0.0017159581184387207,1.40898466227668e-08,3.0937673756170625e-08,1.6847828021582245e-08
000701,2,0.5076923076923077,0.5692307692307692,0.06153846153846154,1.0,1.0,0.0,0.66,0.6851851851851852,0.0251851851851852,259.3994140625,259.3994140625,0.0,0,0,0,0,0,1,3,0,0,0,2,17,17,0,0,0,0,0,0,0,0.708489716053009,0.7470285892486572,0.03853887319564819,7.276955926727169e-08,6.239777405880886e-08,-1.0371785208462825e-08
000903,1,0.9142857142857143,0.9552238805970149,0.04093816631130065,1.0,1.0,0.0,0.9142857142857143,0.9552238805970149,0.04093816631130065,91.552734375,45.7763671875,-45.7763671875,0,0,0,0,0,0,3,0,0,0,1,6,3,-3,0,0,0,0,0,0,0.9962323904037476,0.9948780536651611,-0.0013543367385864258,1.782786966941785e-07,6.186725443058094e-08,-1.1641144226359756e-07
000144,2,0.7391304347826086,0.43636363636363634,-0.3027667984189723,1.0,1.0,0.0,0.85,0.6153846153846154,-0.23461538461538456,91.552734375,228.8818359375,137.3291015625,0,0,0,0,0,10,11,0,0,0,2,6,15,9,0,0,0,0,0,0,0.8141504526138306,0.6262205839157104,-0.18792986869812012,1.7839758470472589e-07,1.132085980515285e-08,-1.6707672045868094e-07
000613,1,0.6571428571428571,0.6571428571428571,0.0,1.0,1.0,0.0,0.71875,0.71875,0.0,137.3291015625,137.3291015625,0.0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0.8795977234840393,0.8841507434844971,0.004553020000457764,5.480965370452395e-08,1.357140035906923e-07,8.090434988616835e-08
