image_id,component_count,detached_far_fp_components,boundary_excess_components,fp_component_pixels,boundary_excess_pixels,detached_far_fp_pixels,target_pixels,far_background_pixels,ohem_budget_pixels
001072,1,0,0,0,0,0,72,65049,651
000246,1,0,0,0,0,0,69,65115,652
000414,2,0,0,0,0,0,27,65129,652
000638,2,0,0,0,0,0,32,65134,652
000904,1,0,0,0,0,0,49,65133,652
001321,1,0,0,0,0,0,37,65214,653
000396,1,0,0,0,0,0,5,65371,654
000094,2,0,0,0,0,0,28,65199,652
000805,1,0,0,0,0,0,16,65410,655
000005,1,0,0,0,0,0,9,65367,654
001316,1,0,0,0,0,0,56,65176,652
001046,1,0,0,0,0,0,38,65144,652
000586,1,0,0,0,0,0,80,65073,651
001226,3,0,0,0,0,0,27,65029,651
000079,1,0,0,0,0,0,9,65367,654
000725,2,0,0,0,0,0,58,65038,651
001296,1,0,0,0,0,0,80,65073,651
000827,2,0,0,0,0,0,38,65118,652
000103,1,0,0,0,0,0,15,65341,654
001099,1,0,0,0,0,0,88,64985,650
001205,1,0,0,0,0,0,9,65367,654
000368,1,0,0,0,0,0,5,65371,654
000278,1,0,0,0,0,0,55,65148,652
000190,2,0,0,0,0,0,53,65032,651
000544,1,0,0,0,0,0,49,65207,653
001260,1,0,0,0,0,0,58,65147,652
000997,2,0,0,0,0,0,31,65185,652
000431,1,0,0,0,0,0,54,65177,652
000919,1,0,0,0,0,0,41,65157,652
001197,1,0,0,0,0,0,9,65367,654
001030,2,0,0,0,0,0,68,65032,651
001173,2,0,0,0,0,0,18,65198,652
000454,1,0,0,0,0,0,56,65175,652
001157,1,0,0,0,0,0,9,65367,654
000164,2,0,0,0,0,0,44,65082,651
001037,1,0,0,0,0,0,78,65012,651
000077,1,0,0,0,0,0,9,65367,654
000642,2,0,0,0,0,0,32,65134,652
000828,2,0,0,0,0,0,38,65068,651
000675,2,0,0,0,0,0,40,65124,652
000702,2,0,0,0,0,0,49,65047,651
000310,1,0,0,0,0,0,61,65137,652
000797,1,0,0,0,0,0,15,65341,654
000739,2,0,0,0,0,0,64,65012,651
000123,2,0,0,0,0,0,35,65120,652
001270,1,0,0,0,0,0,65,65116,652
001170,1,0,0,0,0,0,9,65367,654
001117,1,0,0,0,0,0,9,65367,654
000857,2,0,0,0,0,0,44,65082,651
000477,2,0,0,0,0,0,83,65033,651
000180,2,0,0,0,0,0,50,65066,651
001130,1,0,0,0,0,0,9,65367,654
000958,1,0,0,0,0,0,66,65071,651
000855,2,0,0,0,0,0,44,65113,652
001109,1,0,0,0,0,0,9,65367,654
001009,1,0,0,0,0,0,66,65071,651
000199,1,0,0,0,0,0,28,65268,653
001203,1,0,0,0,0,0,9,65367,654
000676,2,0,0,0,0,0,40,65184,652
000132,2,0,0,0,0,0,38,65108,652
000441,1,0,0,0,0,0,69,65115,652
001261,1,0,0,0,0,0,72,65083,651
000878,1,0,0,0,0,0,41,65145,652
000283,1,0,0,0,0,0,80,65073,651
000408,1,0,0,0,0,0,16,65320,654
000244,1,0,0,0,0,0,83,65033,651
000322,1,0,0,0,0,0,71,65107,652
001105,2,0,0,0,0,0,18,65198,652
000932,2,0,0,0,0,0,76,65030,651
